Index,pl_name,hostname,ra,dec,sy_gaiamag,sy_dist
3700,Kepler-788 b,Kepler-788,290.0004154,38.5398551,15.2595,1775.8
3701,Kepler-790 b,Kepler-790,286.9171489,38.8722123,15.1947,703.168
3702,Kepler-820 b,Kepler-820,291.0201523,39.2206091,13.9436,1387.2
3703,Kepler-821 b,Kepler-821,285.6173937,39.3794684,14.8177,614.571
3704,Kepler-295 d,Kepler-295,285.3458383,45.3677754,14.4325,1699.19
3705,Kepler-947 b,Kepler-947,294.3667312,42.2526408,15.7517,1730.78
3706,Kepler-1237 b,Kepler-1237,295.6292745,44.6905815,15.7553,1064.31
3707,Kepler-1239 b,Kepler-1239,293.1273357,42.3200578,15.3947,2140.6
3708,Kepler-1245 b,Kepler-1245,290.7443078,43.260753,15.3721,805.936
3709,Kepler-1373 b,Kepler-1373,285.7520229,39.2491731,14.0717,1699.46
3710,Kepler-1376 b,Kepler-1376,286.9584368,42.541409,14.6721,868.056
3711,Kepler-400 c,Kepler-400,290.9444679,40.4800528,13.8395,845.97
3712,Kepler-1250 b,Kepler-1250,287.7938184,45.9802492,15.5694,2126.85
3713,Kepler-246 c,Kepler-246,296.4834007,42.6633806,15.0422,626.078
3714,Kepler-1420 b,Kepler-1420,296.2038586,42.7778165,15.8488,1054.37
3715,Kepler-1050 c,Kepler-1050,282.9249847,48.6264015,13.0723,490.488
3716,Kepler-1490 b,Kepler-1490,295.6935734,42.6094543,15.4179,862.92
3717,Kepler-1494 b,Kepler-1494,282.6573891,43.1625334,15.217,1285.48
3718,Kepler-1284 b,Kepler-1284,291.2789549,47.6875766,15.6622,882.324
3719,Kepler-364 b,Kepler-364,281.5699998,47.3986233,13.6134,891.462
3720,Kepler-1287 b,Kepler-1287,289.1346298,47.063018,15.0069,1003.26
3721,Kepler-1288 b,Kepler-1288,285.7135,41.6058799,13.1774,814.078
3722,Kepler-1289 b,Kepler-1289,296.388767,41.040509,14.5992,1053.57
3723,Kepler-189 b,Kepler-189,287.5646296,44.3050662,14.8213,591.534
3724,Kepler-190 c,Kepler-190,288.5839761,44.7337701,14.1175,433.387
3725,Kepler-174 d,Kepler-174,287.4389454,43.8320052,14.2858,384.757
3726,Kepler-301 c,Kepler-301,283.982904,49.2329512,14.2737,719.166
3727,Kepler-84 e,Kepler-84,298.2520208,40.4960842,14.7902,1023.9
3728,Kepler-653 c,Kepler-653,282.2130447,46.7177898,13.3461,595.634
3729,Kepler-796 b,Kepler-796,287.3078999,39.1447097,12.9866,817.584
3730,Kepler-280 b,Kepler-280,291.3905325,42.1804735,14.4574,780.361
3731,Kepler-816 b,Kepler-816,293.3628165,39.2124394,15.9357,983.697
3732,Kepler-838 b,Kepler-838,285.4354695,45.975959,15.2295,1104.04
3733,Kepler-316 b,Kepler-316,290.825835,44.1838993,15.1944,384.938
3734,Kepler-377 c,Kepler-377,295.4220717,38.7356737,13.8315,823.804
3735,Kepler-378 c,Kepler-378,294.9489697,46.4388673,12.4551,152.094
3736,Kepler-1184 b,Kepler-1184,291.282031,46.9659514,14.9314,1157.84
3737,Kepler-505 b,Kepler-505,287.857953,42.5426758,15.115,283.41
3738,Kepler-1219 b,Kepler-1219,297.2158443,47.3785082,12.2321,880.895
3739,Kepler-1238 b,Kepler-1238,297.9057655,40.1628378,14.7328,1632.13
3740,HD 233832 b,HD 233832,171.5196515,50.3763099,9.94557,58.742
3741,DMPP-2 b,DMPP-2,27.407731,-34.4590985,8.45824,137.94
3742,DMPP-1 b,DMPP-1,86.7761233,-10.6303217,7.85032,62.5388
3743,DMPP-3 A b,DMPP-3 A,91.624382,-72.5126648,2,45.23
3744,GJ 180 b,GJ 180,73.460097,-17.776194,9.93395,11.9407
3745,GJ 180 d,GJ 180,73.460097,-17.776194,9.93395,11.9407
3746,GJ 3082 b,GJ 3082,18.6432425,-53.9407751,10.2011,16.6186
3747,Kepler-1661 b,Kepler-1661,285.1670927,41.9669383,14.1933,410.607
3748,GJ 1061 b,GJ 1061,54.0032486,-44.5143104,10.9889,3.67278
3749,CoRoT-31 b,CoRoT-31,94.820735,-4.4222978,15.4655,2005.76
3750,Kepler-1649 c,Kepler-1649,292.5029676,41.8299933,16.2682,92.1913
3751,KOI-1783.01,KOI-1783,289.3414629,46.988155,13.9061,865.73
3752,OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,269.956042,-28.5286389,2,7600
3753,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,273.003083,-25.7116111,2,6320
3754,Kepler-160 b,Kepler-160,287.773573,42.8692755,14.616,937.013
3755,Kepler-378 b,Kepler-378,294.9489697,46.4388673,12.4551,152.094
3756,Kepler-379 c,Kepler-379,295.7010981,38.9458209,13.3686,731.274
3757,Kepler-1188 b,Kepler-1188,283.1038438,43.1480487,14.9676,1717.48
3758,Kepler-1197 b,Kepler-1197,291.6693437,42.5907441,15.1132,486.94
3759,HD 33142 b,HD 33142,76.8980559,-13.9863374,7.71274,121.375
3760,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,267.540708,-34.6731944,2,3200
3761,OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,269.717926,-27.6135559,2,6770
3762,HD 33142 c,HD 33142,76.8980559,-13.9863374,7.71274,121.375
3763,HD 19615 b,HD 19615,48.7813299,73.868015,6.02012,265.155
3764,HD 174205 b,HD 174205,280.7932014,70.7928237,5.89765,234.027
3765,OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,272.1769583,-29.8358056,2,3200
3766,Kepler-399 c,Kepler-399,299.5017242,40.6707669,14.5277,740.537
3767,Kepler-401 b,Kepler-401,290.0827494,50.8634361,13.2865,965.56
3768,Kepler-1356 b,Kepler-1356,290.9953825,43.2438792,15.7195,845.228
3769,Kepler-1372 b,Kepler-1372,288.8865895,44.8394672,15.3493,1303.22
3770,Kepler-1399 b,Kepler-1399,293.3116962,46.0416516,15.5074,1385.7
3771,KOI-1783.02,KOI-1783,289.3414629,46.988155,13.9061,865.73
3772,Kepler-962 b,Kepler-962,295.3131906,46.2375024,13.558,411.486
3773,Kepler-963 b,Kepler-963,296.7529742,45.0411049,14.9116,771.494
3774,Kepler-118 c,Kepler-118,299.2131881,41.4248195,14.7187,574.228
3775,Kepler-971 b,Kepler-971,284.0945699,41.1828131,13.2181,338.522
3776,Kepler-984 b,Kepler-984,296.9588566,46.3940661,13.4677,460.188
3777,Kepler-990 b,Kepler-990,297.9381813,46.8813194,14.4949,802.163
3778,Kepler-1003 b,Kepler-1003,292.0204349,44.8762427,14.0225,941.902
3779,Kepler-1004 b,Kepler-1004,297.3593427,49.7975464,13.3998,1152.68
3780,Kepler-1008 b,Kepler-1008,296.5476395,44.9418307,13.379,282.565
3781,Kepler-332 c,Kepler-332,286.6627811,47.4136938,14.0025,344.19
3782,Kepler-1031 b,Kepler-1031,296.0898796,48.9554121,2,682.882
3783,Kepler-1039 b,Kepler-1039,298.3266169,45.3154212,14.0958,306.91
3784,Kepler-1044 b,Kepler-1044,293.1444017,46.6662155,15.3061,1278.96
3785,Kepler-1345 b,Kepler-1345,292.4779428,46.022821,13.705,1355.02
3786,Kepler-1367 b,Kepler-1367,288.4166786,47.8787308,15.5576,401.484
3787,Kepler-178 b,Kepler-178,287.1010275,46.8964033,14.5782,716.025
3788,Kepler-182 c,Kepler-182,289.8301128,50.5862025,14.8737,1549.09
3789,Kepler-183 c,Kepler-183,293.5308112,39.3159329,14.8934,1050.64
3790,Kepler-613 b,Kepler-613,282.7868415,46.2449846,14.5892,861.494
3791,KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,269.11625,-28.2011111,2,7040
3792,42 Dra b,42 Dra,276.4975053,65.5633652,4.43216,90.6545
3793,MOA-2009-BLG-319L b,MOA-2009-BLG-319L,271.742208,-26.8196917,2,7050
3794,HD 13808 c,HD 13808,33.1780708,-53.7437591,8.11006,28.2305
3795,HD 60292 b,HD 60292,114.6201698,66.2350517,6.53238,315.211
3796,HD 112640 b,HD 112640,194.2415171,67.2429122,6.07664,323.335
3797,HD 9446 b,HD 9446,23.3350424,29.2649187,8.2095,50.3503
3798,HD 9446 c,HD 9446,23.3350424,29.2649187,8.2095,50.3503
3799,HD 136418 b,HD 136418,229.7756438,41.732423,7.60946,105.168
3800,HD 212771 b,HD 212771,336.762413,-17.2641046,7.35208,111.155
3801,Kepler-1416 b,Kepler-1416,298.6634624,43.8940593,14.226,949.59
3802,Kepler-517 b,Kepler-517,293.6755138,41.2952061,12.1297,289.907
3803,Kepler-518 b,Kepler-518,287.090019,41.3737576,12.5097,337.901
3804,Kepler-1428 b,Kepler-1428,297.6422563,49.594958,13.5234,1530.32
3805,Kepler-1431 b,Kepler-1431,292.6583919,49.8651522,15.2711,1623.24
3806,Kepler-137 b,Kepler-137,282.1355875,43.0391951,12.9414,302.979
3807,Kepler-521 b,Kepler-521,298.8163801,43.9980203,12.8908,830.638
3808,Kepler-523 b,Kepler-523,284.0611224,45.5068127,12.481,253.295
3809,Kepler-527 b,Kepler-527,290.957913,47.4062673,13.334,750.04
3810,Kepler-530 b,Kepler-530,283.3402948,48.549062,13.3949,457.709
3811,Kepler-546 b,Kepler-546,283.257573,40.9904095,14.251,1019.65
3812,Kepler-163 b,Kepler-163,295.0027458,46.9873389,14.3796,689.814
3813,Kepler-1054 b,Kepler-1054,290.6011085,44.5563604,14.085,1090.51
3814,Kepler-1055 b,Kepler-1055,290.4867838,44.932541,13.0728,389.397
3815,Kepler-350 c,Kepler-350,285.4195845,39.7061009,13.7606,956.859
3816,Kepler-1061 b,Kepler-1061,296.2300306,50.2752091,13.2037,543.375
3817,Kepler-1065 b,Kepler-1065,294.511319,38.7904648,15.5016,1122.48
3818,Kepler-1072 b,Kepler-1072,292.0443891,46.3289723,13.842,982.716
3819,Kepler-355 c,Kepler-355,285.7994917,42.8117427,15.0663,1432.17
3820,Kepler-358 c,Kepler-358,293.2302333,48.2813901,15.3559,1101.1
3821,Kepler-1095 b,Kepler-1095,293.2624215,41.3650155,14.5261,792.522
3822,Kepler-1104 b,Kepler-1104,294.4685197,49.3309789,12.0831,530.658
3823,Kepler-417 c,Kepler-417,293.8241813,42.779648,15.8658,973.989
3824,Kepler-1112 b,Kepler-1112,296.9687937,47.7514799,14.5611,1671.28
3825,Kepler-363 d,Kepler-363,283.1920779,41.3054172,13.316,762.596
3826,Kepler-372 b,Kepler-372,291.2562253,49.2589288,14.8342,1493.95
3827,Kepler-1138 b,Kepler-1138,285.8993164,48.307285,15.3357,872.328
3828,Kepler-1144 b,Kepler-1144,290.0432936,47.2578857,14.9125,1140.57
3829,Kepler-213 c,Kepler-213,290.8241931,44.6472832,13.6023,634.939
3830,Kepler-653 b,Kepler-653,282.2130447,46.7177898,13.3461,595.634
3831,Kepler-1146 b,Kepler-1146,286.716712,47.425658,15.8497,703.038
3832,Kepler-375 c,Kepler-375,288.6178715,48.0983639,15.6771,1238.81
3833,Kepler-1156 b,Kepler-1156,288.9240901,46.0575865,14.1258,691.331
3834,Kepler-1158 b,Kepler-1158,292.2339048,41.5751832,13.5744,1484.25
3835,Kepler-1166 b,Kepler-1166,290.3484956,50.9028387,14.466,634.906
3836,Kepler-379 b,Kepler-379,295.7010981,38.9458209,13.3686,731.274
3837,Kepler-1183 b,Kepler-1183,292.2324228,38.8921946,15.8301,1919.19
3838,Kepler-382 b,Kepler-382,299.1362435,45.8699582,14.6662,935.446
3839,Kepler-1216 b,Kepler-1216,287.4052661,45.917979,15.107,1258.36
3840,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,268.143792,-30.0877778,2,1490
3841,Kepler-187 b,Kepler-187,299.7964955,44.0892448,14.1753,1143
3842,HD 83443 b,HD 83443,144.2994103,-43.272721,8.0265,40.8991
3843,MOA-2009-BLG-387L b,MOA-2009-BLG-387L,268.461625,-33.9903333,2,5690
3844,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,268.913958,-28.4768472,2,7150
3845,OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,268.280365,-30.2457218,2,860
3846,Kepler-629 b,Kepler-629,289.4179128,39.9450757,13.358,372.05
3847,Kepler-562 b,Kepler-562,290.1196007,46.2737393,14.7427,992.769
3848,Kepler-372 c,Kepler-372,291.2562253,49.2589288,14.8342,1493.95
3849,Kepler-178 c,Kepler-178,287.1010275,46.8964033,14.5782,716.025
3850,Kepler-66 b,Kepler-66,293.9815378,46.687728,15.1474,1202.96
3851,Kepler-245 b,Kepler-245,291.6389972,42.4363482,15.5969,861.527
3852,Kepler-80 f,Kepler-80,296.1125759,39.9787451,14.7555,369.451
3853,Kepler-606 b,Kepler-606,292.42737,44.3812406,14.6644,1215.11
3854,Kepler-192 b,Kepler-192,287.9179379,45.5928829,14.1039,651.674
3855,Kepler-192 c,Kepler-192,287.9179379,45.5928829,14.1039,651.674
3856,Kepler-193 b,Kepler-193,296.4985951,46.5772484,14.596,1009.1
3857,Kepler-1210 b,Kepler-1210,292.8321598,48.2193376,15.566,1176.53
3858,Kepler-1212 b,Kepler-1212,296.8534096,50.0373196,15.0235,1316.57
3859,Kepler-384 b,Kepler-384,286.0261113,44.7828571,13.5538,895.678
3860,Kepler-384 c,Kepler-384,286.0261113,44.7828571,13.5538,895.678
3861,Kepler-387 b,Kepler-387,287.7982699,45.6567655,13.9345,801.052
3862,Kepler-1167 b,Kepler-1167,298.3026595,47.6939654,15.9292,820.905
3863,Kepler-376 c,Kepler-376,291.6071451,38.4103192,13.734,923.067
3864,Kepler-1179 b,Kepler-1179,284.0974305,47.8104856,14.0675,415.205
3865,Kepler-1193 b,Kepler-1193,288.1447323,51.2756446,13.4208,802.116
3866,Kepler-1200 b,Kepler-1200,296.6034317,44.1292537,15.7889,588.715
3867,Kepler-1203 b,Kepler-1203,292.7734523,44.178088,14.9147,317.022
3868,Kepler-430 c,Kepler-430,292.8085984,49.5794242,13.8135,917.477
3869,Kepler-1227 b,Kepler-1227,287.0664109,41.8749712,14.1758,623.706
3870,Kepler-1233 b,Kepler-1233,297.3750954,46.6622201,14.6594,1178.7
3871,USco CTIO 108 b,USco CTIO 108,241.4752653,-18.3124167,17.4229,144.019
3872,LkCa 15 c,LkCa 15,69.8241791,22.3508662,11.5887,158.152
3873,HD 285968 b,HD 285968,70.7353853,18.953358,8.99955,9.47045
3874,GJ 581 b,GJ 581,229.8564725,-7.7226935,9.411,6.2981
3875,HD 134987 c,HD 134987,228.3675397,-25.3096721,6.28994,26.1804
3876,HD 33142 d,HD 33142,76.8980559,-13.9863374,7.71274,121.375
3877,HD 150010 b,HD 150010,247.8670682,72.6125804,5.86642,144.49
3878,AB Aur b,AB Aur,73.9410446,30.5510888,7.07854,162.127
3879,Kepler-1245 c,Kepler-1245,290.7443078,43.260753,15.3721,805.936
3880,Kepler-1247 b,Kepler-1247,294.5335974,46.6182365,15.9013,1045.92
3881,Kepler-1275 b,Kepler-1275,293.5004955,44.9324455,14.4061,1153.98
3882,Kepler-516 b,Kepler-516,295.6087625,38.7357368,11.9642,687.094
3883,Kepler-1400 b,Kepler-1400,286.2716827,45.4408055,15.7129,752.237
3884,Kepler-1419 b,Kepler-1419,292.2545917,37.971376,15.7181,1498.58
3885,Kepler-431 b,Kepler-431,281.1123072,43.2277663,11.9291,486.546
3886,Kepler-431 c,Kepler-431,281.1123072,43.2277663,11.9291,486.546
3887,Kepler-665 b,Kepler-665,297.0255947,48.4785669,15.4019,612.838
3888,HD 18742 b,HD 18742,45.0443115,-20.8027024,7.55464,162.685
3889,Kepler-683 b,Kepler-683,291.4399598,37.9056293,15.0008,1023.07
3890,Kepler-845 b,Kepler-845,290.9576363,49.2037262,14.6386,431.051
3891,Kepler-440 b,Kepler-440,285.3500664,41.4523695,15.1058,301.03
3892,HD 197037 b,HD 197037,309.8869681,42.247593,6.67106,33.1944
3893,HIP 57274 d,HIP 57274,176.1705487,30.9576484,8.57069,25.8618
3894,Kepler-252 b,Kepler-252,295.579329,44.5459052,15.0293,379.424
3895,Kepler-265 e,Kepler-265,290.5104788,41.244743,15.3522,1280.25
3896,47 UMa b,47 UMa,164.8647611,40.4304931,4.87837,13.7967
3897,HD 82943 b,HD 82943,143.7114034,-12.1302976,6.38964,27.5902
3898,HD 192310 c,HD 192310,303.8284712,-27.0337556,5.47661,8.79687
3899,GJ 317 c,GJ 317,130.2445254,-23.452809,10.7539,15.1968
3900,GJ 422 b,GJ 422,168.9810458,-57.5425629,10.4771,12.6631
3901,Kepler-1264 b,Kepler-1264,289.8844102,45.2115075,14.4788,801.993
3902,Kepler-436 c,Kepler-436,301.7207775,44.4120856,15.8616,588.867
3903,Kepler-1271 b,Kepler-1271,286.3442954,37.4119347,13.8677,831.991
3904,Kepler-391 b,Kepler-391,290.6218844,51.0573453,12.984,869.236
3905,Kepler-1277 b,Kepler-1277,295.1025166,40.5723736,14.0928,557.193
3906,Kepler-1292 b,Kepler-1292,284.9057222,43.9491434,15.9483,1493.43
3907,Kepler-395 b,Kepler-395,293.5111889,45.1366252,15.9585,421.382
3908,Kepler-692 b,Kepler-692,294.7768068,40.1537027,15.5495,991.336
3909,Kepler-717 b,Kepler-717,292.9655071,43.346345,15.6239,2805.48
3910,Kepler-132 d,Kepler-132,283.23581,41.343037,2,349.549
3911,Kepler-445 c,Kepler-445,298.7363395,46.4991236,16.7157,127.201
3912,Kepler-132 e,Kepler-132,283.23581,41.343037,2,349.549
3913,Kepler-1348 b,Kepler-1348,292.0874126,49.788709,14.6789,1213.82
3914,Kepler-1351 b,Kepler-1351,293.6084289,42.1978746,14.0866,202.782
3915,Kepler-1365 b,Kepler-1365,292.1996573,42.0459944,13.3798,840.128
3916,Kepler-446 b,Kepler-446,282.2501047,44.921002,16.3101,96.339
3917,Kepler-446 d,Kepler-446,282.2501047,44.921002,16.3101,96.339
3918,Kepler-1370 c,Kepler-1370,284.5656897,41.7784781,13.6743,1004.1
3919,Kepler-1371 b,Kepler-1371,288.8314251,47.5519753,13.8344,515.334
3920,Kepler-513 b,Kepler-513,285.0416235,50.0753913,12.8822,468.258
3921,Kepler-136 c,Kepler-136,296.4673039,42.5987984,11.7544,420.818
3922,Kepler-679 b,Kepler-679,296.0213374,50.5678019,15.5291,922.244
3923,HD 16141 b,HD 16141,38.8323674,-3.5624887,6.65773,37.7861
3924,HD 82943 c,HD 82943,143.7114034,-12.1302976,6.38964,27.5902
3925,HD 11964 b,HD 11964,29.2884252,-10.2434693,6.209,33.5369
3926,HD 188015 b,HD 188015,298.0191857,28.0999769,8.06588,50.6706
3927,HD 40979 b,HD 40979,91.1253346,44.2597855,6.59963,34.0883
3928,HD 222582 b,HD 222582,355.4640788,-5.9862379,7.51889,42.1586
3929,HD 11964 c,HD 11964,29.2884252,-10.2434693,6.209,33.5369
3930,HD 12661 b,HD 12661,31.1423525,25.4135632,7.24746,37.8478
3931,HD 210277 b,HD 210277,332.3748117,-7.5505962,6.34701,21.2985
3932,47 UMa c,47 UMa,164.8647611,40.4304931,4.87837,13.7967
3933,HD 49674 b,HD 49674,102.8773483,40.8672284,7.91841,43.0399
3934,HD 128311 b,HD 128311,219.0032292,9.7454368,7.16719,16.3292
3935,HD 108874 b,HD 108874,187.6126029,22.8794399,8.57502,59.5175
3936,HD 69830 c,HD 69830,124.6010091,-12.6364246,5.75392,12.5591
3937,HD 69830 d,HD 69830,124.6010091,-12.6364246,5.75392,12.5591
3938,HD 170469 b,HD 170469,277.2955423,11.6954244,8.04953,60.178
3939,HD 37124 b,HD 37124,84.2599947,20.7289784,7.47238,31.6634
3940,HD 141399 b,HD 141399,236.7235392,46.986288,7.00926,37.0169
3941,HD 141399 c,HD 141399,236.7235392,46.986288,7.00926,37.0169
3942,Kepler-719 b,Kepler-719,295.5360628,43.8844116,15.9037,2497.51
3943,HD 141399 e,HD 141399,236.7235392,46.986288,7.00926,37.0169
3944,HD 37124 c,HD 37124,84.2599947,20.7289784,7.47238,31.6634
3945,HD 37124 d,HD 37124,84.2599947,20.7289784,7.47238,31.6634
3946,GJ 15 A b,GJ 15 A,4.6126677,44.0247296,7.2162,3.56228
3947,HD 12661 c,HD 12661,31.1423525,25.4135632,7.24746,37.8478
3948,HD 7924 d,HD 7924,20.4956562,76.7101475,6.92516,16.9922
3949,OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,269.9834167,-28.99775,2,773
3950,KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,270.9116667,-29.6043889,2,6600
3951,Kepler-224 e,Kepler-224,290.9342679,47.3575414,15.6358,782.088
3952,Kepler-29 b,Kepler-29,298.348382,47.4913021,15.2819,832.532
3953,Kepler-663 b,Kepler-663,297.8082232,47.9466342,15.8686,1063.09
3954,Kepler-229 c,Kepler-229,286.9994758,48.3757867,15.8265,826.265
3955,Kepler-229 b,Kepler-229,286.9994758,48.3757867,15.8265,826.265
3956,Kepler-398 d,Kepler-398,291.4688524,40.3437001,13.2351,177.355
3957,Kepler-1320 b,Kepler-1320,288.4335977,40.3808519,15.9045,647.424
3958,Kepler-1330 b,Kepler-1330,290.5767116,39.9568913,14.9451,1720.48
3959,Kepler-1344 b,Kepler-1344,287.0862799,46.9457998,14.0269,853.959
3960,Kepler-1359 b,Kepler-1359,289.538818,41.8928154,15.7534,614.859
3961,Kepler-1374 b,Kepler-1374,291.3499783,45.1722521,15.93,1078.46
3962,Kepler-166 d,Kepler-166,293.1600977,48.8812074,14.6848,603.53
3963,Kepler-258 c,Kepler-258,294.0684116,46.5791357,15.2012,575.988
3964,Kepler-758 b,Kepler-758,293.0846115,41.1354049,14.3267,1502.32
3965,Kepler-765 b,Kepler-765,283.1846044,47.1557114,14.5996,1076.28
3966,Kepler-269 b,Kepler-269,290.2151459,41.775981,15.7352,2257.32
3967,Kepler-778 b,Kepler-778,287.4774867,44.2374702,15.7514,938.168
3968,Kepler-782 b,Kepler-782,288.868246,47.75947,12.7304,446.844
3969,Kepler-275 c,Kepler-275,292.4797004,38.5149018,15.2874,2034.25
3970,Kepler-275 d,Kepler-275,292.4797004,38.5149018,15.2874,2034.25
3971,Kepler-279 d,Kepler-279,287.391295,42.194822,13.5847,1037.4
3972,Kepler-810 b,Kepler-810,296.6148615,48.0825642,15.7606,1458.59
3973,Kepler-1436 b,Kepler-1436,297.711553,46.7679816,14.9099,2530.62
3974,Kepler-1442 b,Kepler-1442,291.2556226,48.8469171,12.0303,608.68
3975,Kepler-1445 b,Kepler-1445,280.2495197,43.9150665,12.4184,506.357
3976,Kepler-1461 b,Kepler-1461,285.8305091,43.198377,15.6949,679.106
3977,Kepler-1465 b,Kepler-1465,289.8194222,51.9048541,14.42,359.497
3978,Kepler-1474 b,Kepler-1474,294.6940261,45.866809,15.2172,1180.9
3979,Kepler-1481 b,Kepler-1481,289.4390075,49.7312226,14.7429,459.076
3980,Kepler-1495 b,Kepler-1495,286.1306907,38.7795494,15.6247,1355.54
3981,Kepler-1502 b,Kepler-1502,296.1079271,39.3199201,14.0931,1514.02
3982,Kepler-414 c,Kepler-414,297.9615616,48.2443363,13.321,413.46
3983,Kepler-1510 b,Kepler-1510,298.9591432,48.2578295,15.1424,1696.25
3984,Kepler-439 b,Kepler-439,280.8015188,44.0339733,14.5454,757.048
3985,Kepler-1254 d,Kepler-1254,285.1733174,48.7700099,15.3024,622.818
3986,Kepler-1269 b,Kepler-1269,287.8055442,45.3405371,13.5701,1097.23
3987,Kepler-1270 b,Kepler-1270,286.7156676,48.6452552,13.2851,1095.05
3988,Kepler-1297 b,Kepler-1297,289.9564415,47.0203466,14.7821,1439.47
3989,Kepler-1298 b,Kepler-1298,284.4227535,49.1061907,11.3125,544.163
3990,Kepler-1313 b,Kepler-1313,292.388582,42.2332767,11.7892,174.234
3991,Kepler-559 b,Kepler-559,296.6368878,43.8027948,14.7424,776.708
3992,Kepler-1443 b,Kepler-1443,283.4357392,47.0667983,12.212,593.646
3993,Kepler-1472 b,Kepler-1472,294.8526163,49.0574468,14.5898,1479.14
3994,KOI-3680 b,KOI-3680,293.2815266,45.3096572,14.5027,921.986
3995,Kepler-540 b,Kepler-540,290.6249953,44.8737757,12.1868,390.374
3996,Kepler-1524 b,Kepler-1524,293.8853557,39.5198348,12.7003,381.773
3997,Kepler-1525 b,Kepler-1525,290.5594479,49.9428629,12.6919,382.989
3998,Kepler-1528 b,Kepler-1528,287.4029864,46.5740084,14.4764,817.534
3999,Kepler-597 b,Kepler-597,293.4700919,39.2528182,14.0185,663.418
4000,Kepler-84 b,Kepler-84,298.2520208,40.4960842,14.7902,1023.9
4001,Kepler-911 b,Kepler-911,298.5891948,40.7506921,11.8295,556.168
4002,Kepler-926 b,Kepler-926,289.6793396,40.7004265,14.2595,921.361
4003,Kepler-824 b,Kepler-824,290.477406,39.7319975,14.8825,1201.4
4004,HD 92788 c,HD 92788,160.7021351,-2.1847173,7.13929,34.6538
4005,HD 3651 b,HD 3651,9.8387218,21.2488844,5.65255,11.1336
4006,Kepler-842 b,Kepler-842,292.3285976,49.6535171,15.1296,532.726
4007,Kepler-298 b,Kepler-298,283.0398448,48.8253303,15.4179,518.204
4008,Kepler-299 d,Kepler-299,283.2070156,48.5805222,15.0103,1052.24
4009,Kepler-851 b,Kepler-851,294.6802199,49.1401106,15.1081,839.255
4010,Kepler-852 b,Kepler-852,297.3915863,48.5606875,13.9066,1619.03
4011,Kepler-870 b,Kepler-870,295.4025625,50.4785992,15.2216,1259.46
4012,Kepler-1924 b,Kepler-1924,293.767386,42.8291562,15.0841,1910.77
4013,HD 155193 b,HD 155193,257.4208876,10.0381003,6.86686,57.7995
4014,Kepler-458 c,KIC 9663113,297.0454037,46.3286653,13.9075,1594.74
4015,Kepler-877 b,Kepler-877,289.8591023,46.5227429,14.5228,602.176
4016,Kepler-889 b,Kepler-889,291.467454,50.7595597,12.6802,598.313
4017,Kepler-306 e,Kepler-306,288.5387145,40.6160545,15.5524,775.679
4018,Kepler-1578 b,Kepler-1578,288.3021104,47.7756227,15.3281,1064.05
4019,Kepler-1580 b,Kepler-1580,285.9687099,41.3635264,12.5755,1002.02
4020,Kepler-1588 b,Kepler-1588,288.2327232,48.0021967,13.821,924.141
4021,Kepler-1592 b,Kepler-1592,293.850623,38.3977379,14.7857,1639.47
4022,Kepler-1596 b,Kepler-1596,285.5575066,49.3300866,15.3662,2146.23
4023,Kepler-152 b,Kepler-152,286.8653826,41.9889571,14.2437,441.09
4024,Kepler-153 b,Kepler-153,282.460502,48.2570293,14.2493,459.368
